"id";"date";"amount";"purpose";"counterparty_id";"article_id"
"t1253";"2025-12-21";"30880";"Зачисление эквайринга/СБП за 21.12.2025 (терминал №1)";"c3";"a3"
"t1254";"2025-12-22";"4240";"Приход в кассу: выручка от реализации за 22.12.2025 (наличный расчёт)";"c2";"a2"
"t1255";"2025-12-22";"23190";"Зачисление эквайринга/СБП за 22.12.2025 (терминал №1)";"c3";"a3"
"t1256";"2025-12-22";"-10000";"Оплата поставки выпечки по накладной №2178 от 22.12.2025";"c4";"a4"
"t1257";"2025-12-23";"4840";"Приход в кассу: выручка от реализации за 23.12.2025 (наличный расчёт)";"c2";"a2"
"t1258";"2025-12-23";"26510";"Зачисление эквайринга/СБП за 23.12.2025 (терминал №1)";"c3";"a3"
"t1259";"2025-12-23";"-20400";"Оплата поставки кофе в зёрнах по счёту №1051 от 21.12.2025";"c10";"a10"
"t1260";"2025-12-23";"-11300";"Оплата молочной продукции по счёту №602 от 23.12.2025";"c6";"a6"
"t1261";"2025-12-24";"5220";"Приход в кассу: выручка от реализации за 24.12.2025 (наличный расчёт)";"c2";"a2"
"t1262";"2025-12-24";"28650";"Зачисление эквайринга/СБП за 24.12.2025 (терминал №1)";"c3";"a3"
"t1263";"2025-12-24";"-9400";"Оплата поставки выпечки по накладной №2179 от 24.12.2025";"c4";"a4"
"t1264";"2025-12-25";"5060";"Приход в кассу: выручка от реализации за 25.12.2025 (наличный расчёт)";"c2";"a2"
"t1265";"2025-12-25";"27830";"Зачисление эквайринга/СБП за 25.12.2025 (терминал №1)";"c3";"a3"
"t1266";"2025-12-25";"-16800";"Аванс за December 2025";"c15";"a15"
"t1267";"2025-12-25";"-16800";"Аванс за December 2025";"c16";"a15"
"t1268";"2025-12-25";"-16800";"Аванс за December 2025";"c17";"a15"
"t1269";"2025-12-25";"-16800";"Аванс за December 2025";"c18";"a15"
"t1270";"2025-12-26";"6430";"Приход в кассу: выручка от реализации за 26.12.2025 (наличный расчёт)";"c2";"a2"
"t1271";"2025-12-26";"35390";"Зачисление эквайринга/СБП за 26.12.2025 (терминал №1)";"c3";"a3"
"t1272";"2025-12-26";"-11700";"Оплата молочной продукции по счёту №603 от 26.12.2025";"c6";"a6"
"t1273";"2025-12-26";"-9100";"Оплата поставки выпечки по накладной №2180 от 26.12.2025";"c4";"a4"
"t1274";"2025-12-26";"-13600";"Оплата расходных материалов (стаканы, крышки, трубочки) по счёту №326";"c11";"a11"
"t1275";"2025-12-27";"6850";"Приход в кассу: выручка от реализации за 27.12.2025 (наличный расчёт)";"c2";"a2"
"t1276";"2025-12-27";"37810";"Зачисление эквайринга/СБП за 27.12.2025 (терминал №1)";"c3";"a3"
"t1277";"2025-12-28";"5380";"Приход в кассу: выручка от реализации за 28.12.2025 (наличный расчёт)";"c2";"a2"
"t1278";"2025-12-28";"29730";"Зачисление эквайринга/СБП за 28.12.2025 (терминал №1)";"c3";"a3"
"t1279";"2025-12-28";"-72600";"Уплата ЕНП: страховые взносы и НДФЛ за November 2025";"c19";"a16"
"t1280";"2025-12-28";"-8500";"Оплата поставки выпечки по накладной №2181 от 28.12.2025";"c4";"a4"
"t1281";"2025-12-29";"4580";"Приход в кассу: выручка от реализации за 29.12.2025 (наличный расчёт)";"c2";"a2"
"t1282";"2025-12-29";"25380";"Зачисление эквайринга/СБП за 29.12.2025 (терминал №1)";"c3";"a3"
"t1283";"2025-12-30";"4930";"Приход в кассу: выручка от реализации за 30.12.2025 (наличный расчёт)";"c2";"a2"
"t1284";"2025-12-30";"27370";"Зачисление эквайринга/СБП за 30.12.2025 (терминал №1)";"c3";"a3"
"t1285";"2025-12-30";"-20400";"Оплата поставки кофе в зёрнах по счёту №1052 от 28.12.2025";"c10";"a10"
"t1286";"2025-12-30";"-10400";"Оплата молочной продукции по счёту №604 от 30.12.2025";"c6";"a6"
"t1287";"2025-12-30";"-9700";"Оплата поставки выпечки по накладной №2182 от 30.12.2025";"c4";"a4"
"t1288";"2025-12-31";"4680";"Приход в кассу: выручка от реализации за 31.12.2025 (наличный расчёт)";"c2";"a2"
"t1289";"2025-12-31";"26030";"Зачисление эквайринга/СБП за 31.12.2025 (терминал №1)";"c3";"a3"
"t1290";"2026-01-01";"-8600";"Оплата поставки выпечки по накладной №2183 от 01.01.2026";"c4";"a4"
"t1291";"2026-01-02";"2030";"Приход в кассу: выручка от реализации за 02.01.2026 (наличный расчёт)";"c2";"a2"
"t1292";"2026-01-02";"11350";"Зачисление эквайринга/СБП за 02.01.2026 (терминал №1)";"c3";"a3"
"t1293";"2026-01-02";"-12000";"Оплата молочной продукции по счёту №605 от 02.01.2026";"c6";"a6"
"t1294";"2026-01-03";"2450";"Приход в кассу: выручка от реализации за 03.01.2026 (наличный расчёт)";"c2";"a2"
"t1295";"2026-01-03";"13700";"Зачисление эквайринга/СБП за 03.01.2026 (терминал №1)";"c3";"a3"
"t1296";"2026-01-03";"-9600";"Оплата поставки выпечки по накладной №2184 от 03.01.2026";"c4";"a4"
"t1297";"2026-01-03";"-3900";"Оплата подписки на кассовое ПО/CRM, 01.2026";"c7";"a7"
"t1298";"2026-01-04";"1970";"Приход в кассу: выручка от реализации за 04.01.2026 (наличный расчёт)";"c2";"a2"
"t1299";"2026-01-04";"11030";"Зачисление эквайринга/СБП за 04.01.2026 (терминал №1)";"c3";"a3"
"t1300";"2026-01-04";"-1990";"Абонентская плата за расчётно-кассовое обслуживание, 01.2026";"c8";"a8"
"t1301";"2026-01-05";"1520";"Приход в кассу: выручка от реализации за 05.01.2026 (наличный расчёт)";"c2";"a2"
"t1302";"2026-01-05";"8530";"Зачисление эквайринга/СБП за 05.01.2026 (терминал №1)";"c3";"a3"
"t1303";"2026-01-05";"-118800";"Оплата по договору аренды №14 от 01.02.2024 за 01.2026";"c9";"a9"
"t1304";"2026-01-05";"-9200";"Оплата поставки выпечки по накладной №2185 от 05.01.2026";"c4";"a4"
"t1305";"2026-01-06";"1930";"Приход в кассу: выручка от реализации за 06.01.2026 (наличный расчёт)";"c2";"a2"
"t1306";"2026-01-06";"10900";"Зачисление эквайринга/СБП за 06.01.2026 (терминал №1)";"c3";"a3"
"t1307";"2026-01-06";"-19700";"Оплата поставки кофе в зёрнах по счёту №1053 от 04.01.2026";"c10";"a10"
"t1308";"2026-01-06";"-12100";"Оплата молочной продукции по счёту №606 от 06.01.2026";"c6";"a6"
"t1309";"2026-01-07";"1970";"Приход в кассу: выручка от реализации за 07.01.2026 (наличный расчёт)";"c2";"a2"
"t1310";"2026-01-07";"11110";"Зачисление эквайринга/СБП за 07.01.2026 (терминал №1)";"c3";"a3"
"t1311";"2026-01-07";"-10000";"Оплата поставки выпечки по накладной №2186 от 07.01.2026";"c4";"a4"
"t1312";"2026-01-08";"1790";"Приход в кассу: выручка от реализации за 08.01.2026 (наличный расчёт)";"c2";"a2"
"t1313";"2026-01-08";"10160";"Зачисление эквайринга/СБП за 08.01.2026 (терминал №1)";"c3";"a3"
"t1314";"2026-01-09";"5310";"Приход в кассу: выручка от реализации за 09.01.2026 (наличный расчёт)";"c2";"a2"
"t1315";"2026-01-09";"30110";"Зачисление эквайринга/СБП за 09.01.2026 (терминал №1)";"c3";"a3"
"t1316";"2026-01-09";"-11900";"Оплата молочной продукции по счёту №607 от 09.01.2026";"c6";"a6"
"t1317";"2026-01-09";"-9300";"Оплата поставки выпечки по накладной №2187 от 09.01.2026";"c4";"a4"
"t1318";"2026-01-09";"-13100";"Оплата расходных материалов (стаканы, крышки, трубочки) по счёту №327";"c11";"a11"
"t1319";"2026-01-10";"6370";"Приход в кассу: выручка от реализации за 10.01.2026 (наличный расчёт)";"c2";"a2"
"t1320";"2026-01-10";"36200";"Зачисление эквайринга/СБП за 10.01.2026 (терминал №1)";"c3";"a3"
"t1321";"2026-01-10";"-25200";"Заработная плата за December 2025 (окончательный расчёт)";"c15";"a15"
"t1322";"2026-01-10";"-25200";"Заработная плата за December 2025 (окончательный расчёт)";"c16";"a15"
"t1323";"2026-01-10";"-25200";"Заработная плата за December 2025 (окончательный расчёт)";"c17";"a15"
"t1324";"2026-01-10";"-25200";"Заработная плата за December 2025 (окончательный расчёт)";"c18";"a15"
"t1325";"2026-01-11";"6500";"Приход в кассу: выручка от реализации за 11.01.2026 (наличный расчёт)";"c2";"a2"
"t1326";"2026-01-11";"36990";"Зачисление эквайринга/СБП за 11.01.2026 (терминал №1)";"c3";"a3"
"t1327";"2026-01-11";"-9500";"Оплата поставки выпечки по накладной №2188 от 11.01.2026";"c4";"a4"
"t1328";"2026-01-12";"5290";"Приход в кассу: выручка от реализации за 12.01.2026 (наличный расчёт)";"c2";"a2"
"t1329";"2026-01-12";"30200";"Зачисление эквайринга/СБП за 12.01.2026 (терминал №1)";"c3";"a3"
"t1330";"2026-01-12";"-21100";"Оплата коммунальных услуг за December 2025";"c12";"a12"
"t1331";"2026-01-13";"4720";"Приход в кассу: выручка от реализации за 13.01.2026 (наличный расчёт)";"c2";"a2"
"t1332";"2026-01-13";"26960";"Зачисление эквайринга/СБП за 13.01.2026 (терминал №1)";"c3";"a3"
"t1333";"2026-01-13";"-20400";"Оплата поставки кофе в зёрнах по счёту №1054 от 11.01.2026";"c10";"a10"
